feature,merged,mz,mz max,mz min,mz std,rt,rt end,rt max,rt min,rt start,rt std
FT-0125,FT-0098,452.7050949396922,452.7110915656358,452.69870679657146,0.00203985261519435,34.04148552165202,40.27376602405359,34.38067734104086,33.75984316148117,28.963886497090783,0.1750127174109213
FT-0126,FT-0091,293.84833927799673,293.8543306716066,293.8424188636797,0.0018139824141214331,34.02692552422535,39.40614677898908,34.37570997901338,33.75986888975735,29.09790826774431,0.17061270485946337
FT-0127,FT-0080,698.556291583232,698.5638936456666,698.5477608060945,0.0027213454340590713,34.073490103852656,40.73422490943551,34.377616372275,33.75991723573677,29.009530331422347,0.1878743767750378
FT-0128,,400.8891732574589,400.8934408257276,400.88400521169365,0.0017499980122571536,34.04054712043345,38.33717110503939,34.37910248677537,33.759950328072634,29.67382101156641,0.15206798574972644
FT-0129,,117.9754691878626,117.97804292743656,117.97154241070773,0.0009664237925262212,34.066479827823244,38.45141068583177,34.37927319528893,33.760050829033936,29.634375572198465,0.16236829425451163
FT-0130,FT-0373,542.6503291873817,542.6560376277712,542.6450469514034,0.0021848252370161017,34.045294247310046,40.32106197911877,34.379119173767904,33.760115346336214,28.998217869703954,0.1828607108040125
FT-0131,FT-0107,584.6351117490283,584.6425435625896,584.6281429138462,0.0023113338147162884,34.06948559254324,42.67080123563796,34.37662277640755,33.7601477669318,28.92040265128835,0.17625803139776483
FT-0132,,586.6322595645781,586.638916015625,586.6257208628278,0.002313697617896311,34.05685245874252,42.02467494034364,34.37843498271284,33.76015384594466,28.830789216409666,0.16537781523118453
FT-0133,FT-0421,486.68845031436024,486.69644784227734,486.68080785462257,0.0022672996881715935,34.034011038245275,39.984513077996674,34.37399108986239,33.76016477708008,29.041867386085382,0.16679205767725994
FT-0134,,530.6698343676396,530.6753798495539,530.6619311331888,0.002308665310572691,34.09327985900884,40.28320997776491,34.37900115775197,33.763584108799925,29.01148480214084,0.17787803028021432
FT-0135,FT-0442,590.6260697731703,590.6347233794086,590.6190826245454,0.002801569152826569,34.07918564233656,40.64939387936585,34.38012792327937,33.760216259293934,28.924499785025105,0.18164621476940726
FT-0136,FT-0413,218.87360814558977,218.87821947415995,218.86817666868646,0.001371350951126472,34.093316480080865,39.60222596765033,34.379620077492824,33.76024127103243,29.170569828772045,0.17651051465153103
FT-0137,FT-0440,664.6410952323212,664.6489845872643,664.6317386463788,0.002806421142376515,34.03107743794983,40.22453661624276,34.37399532866403,33.76028639467203,28.974264181908506,0.1685822147192432
FT-0138,FT-0457,550.7209796978365,550.728156869707,550.7152153033455,0.0022148413406195577,34.01341287404109,40.48647933951375,34.37992515283949,33.7603078812965,28.81011091794854,0.16363508533174806
FT-0139,,266.9621846702002,266.9666934329822,266.9576273409056,0.0014797777464178221,34.08621883503564,37.90731205531214,34.38037579407721,33.760313406477295,30.105822678705643,0.16270816592834222
FT-0140,,104.95350221827893,104.95703602198475,104.95034339658568,0.001032405481490229,34.02483743722636,38.925108160414,34.380199217991034,33.760315138212405,29.330848462816906,0.16581151630060315
FT-0141,FT-0359,820.4637656950583,820.4731293395103,820.4537098629393,0.003434754996613641,34.06648009349544,40.74130094732052,34.37596708308104,33.76032650524638,28.955455688012023,0.1765163282709321
FT-0142,,480.89526817928316,480.90149748734103,480.8878152916177,0.0022105753486734783,34.07343634978576,38.73417077145232,34.38067056757428,33.76033148257993,29.44730697909696,0.14822876113512518
FT-0144,FT-0471,239.0763244280376,239.08037714979997,239.0730535058751,0.0012216488072420233,34.0125466808424,39.20863811243966,34.378651721534766,33.76045948653122,29.182796528798644,0.15101785636162793
FT-0145,FT-0088,570.6193623678863,570.627779558875,570.612991706361,0.0024431378598530175,34.01929279333743,40.80208976646379,34.364180119757805,33.76047201550887,28.910394496052213,0.1737138652906315
FT-0146,FT-0470,528.6732128653692,528.6803391225803,528.6675160797462,0.0019881031174129437,34.05191178023076,40.908365351340855,34.38006397388529,33.76048182146212,28.881435764357917,0.17043168315772836
FT-0147,FT-0400,540.6532322153334,540.6600977622247,540.6461373631431,0.002282274842621251,34.07252513368827,40.29646089698032,34.38034539074833,33.760487910004414,29.082669057261732,0.17498205363829836
FT-0148,,225.05985171389827,225.06649811794253,225.0537313595634,0.002161128537106278,34.053127168779454,38.08222344210155,34.37964832746453,33.76049568621782,29.796750586596723,0.1659013973250619
FT-0149,,478.7463538630439,478.75272781786026,478.73910024522047,0.002186626293843285,34.032059053576134,39.906877943249114,34.37554048281264,33.76049695988357,28.972759352466838,0.16531340256890037
FT-0150,FT-0104,580.6412274294993,580.6486039119463,580.6338794052864,0.002469702469036865,34.07299815516867,41.22802362832529,34.37748271508674,33.76051562025578,28.94867288696708,0.1703067756709544
FT-0151,FT-0472,608.6796467870505,608.687457773475,608.672665854156,0.002570743228906021,34.01198284144186,41.01598168043373,34.37980394190666,33.760583021933705,28.754283398844404,0.1740492165867853
