,merged,mz,mz max,mz min,mz std,rt,rt end,rt max,rt min,rt start,rt std
FT-1511,,186.88276354688912,186.8848604793266,186.8788929248906,0.0009467095647269965,82.37356844684646,121.32708165862472,97.24532011407923,72.23547922490394,66.35353644327763,5.452016888056518
FT-1525,,221.09223975634197,221.0971304322624,221.08783267434237,0.0012551995421779731,74.6553774042714,82.9126855416013,77.05429278051308,72.3144301783271,68.38530858357576,1.0499628790541458
FT-1540,,326.1233584938424,326.1292108846526,326.1177587025716,0.0017512299080084633,74.59647500402339,82.5523315694007,76.46095891450138,73.16688483655668,68.97918690158072,0.6509567302483162
FT-1544,,178.05346963486267,178.05591078613423,178.0506945511674,0.0009969751154437771,76.68307710133645,90.92699473554651,77.93750950882978,74.27657413519297,70.4258938810994,0.7758013317336959
FT-1545,,172.9908815710331,173.00900946856044,172.98230575025886,0.0025034701507512065,85.94254483670342,106.31410395932436,87.84687290350215,76.00479148698192,78.38627386982846,1.5365337355334852
FT-1549,,215.09139182091536,215.09547245425978,215.08650948833963,0.0012161455178021372,79.3224575274752,92.97829084695617,82.61575145954944,76.15501489605319,70.25264282674777,1.000073425706326
FT-1566,,117.05502546479813,117.05874925006216,117.05128486621777,0.0008886414037477054,78.97444666649969,99.05647457213838,80.41351326628512,77.4654033991617,71.19603854133543,0.469578910132744
FT-1569,,130.05845428475058,130.06144785132196,130.05404184821455,0.0009551494942368176,80.28668691280332,91.05689756191872,82.05084487096417,77.80936401412026,74.3090299489662,0.674959428958126
FT-1572,,129.05502314179827,129.0591860994942,129.05082073453852,0.0009548122379523058,81.04464375211369,105.20544401934993,86.99743608195887,78.13208990076014,74.21233691933843,0.8683958970276018
FT-1582,,259.12868795927886,259.1336748283661,259.122594564642,0.001479887596651013,82.42930005988498,94.96056995243896,85.24936995129713,79.61674831919504,74.54041243835171,0.9795653777341824
FT-1591,,189.11226143492263,189.11631251453832,189.1086440130691,0.000995647533564198,90.86312707931127,100.65073241160937,93.76249082118683,86.84024269893145,81.16526187220455,0.9512566338648278
FT-1597,FT-1598,205.09641704843656,205.09970233626294,205.092281673667,0.0010863389943528015,92.379471288791,102.47844413474888,96.13442404849573,89.26031353845353,85.33343385767334,1.6371882106631226
FT-1600,,204.0943682244288,204.09846809191498,204.08912771723308,0.0012553694837980835,87.87560692287254,91.92186487309156,90.68190370343996,84.67395929271856,81.9750704448785,1.0509213532734831
FT-1604,,203.0914943664768,203.0947774530449,203.08711069233073,0.0010160392133556938,95.00668917400088,126.32678273966496,97.21432437402083,91.79303601765466,90.21466136886183,0.8325022996006232
FT-1605,,203.09107444900172,203.09493177074685,203.08603618971722,0.0012944593417089805,87.72113879234897,92.234766345284,91.14651595242158,84.77564566298234,81.8322804727041,0.9880422905416235
FT-1606,,225.07332222712543,225.07805348992218,225.06780234702532,0.001303713929935008,88.54055023845224,95.7757676954479,92.11334972584434,84.81799938191448,81.2606630558485,1.3291061213641935
FT-1607,,225.07335882484304,225.0775860016374,225.06991529899344,0.0010459784125442584,94.60849047826648,109.7787787349621,96.73658547583,92.37501159091305,90.94658483958109,0.6111622761936665
FT-1615,,317.03131083760337,317.03493443721163,317.02669610291525,0.0011954902707640989,95.15982504284972,110.82155436541417,97.60988082345737,91.82349067329135,90.84890323403486,0.9668383062205745
FT-1617,FT-1616,141.09133442613688,141.0942655783938,141.0879390527397,0.0007956293008605031,92.8519967736164,106.24756148057283,96.51919717222185,89.44588256621627,85.29139892824243,1.6650332796850942
FT-1618,,185.0809769909279,185.08469468185086,185.07690607574168,0.0010131291413046826,93.06438055691768,109.38184374190521,97.13692365279012,89.82829769427302,84.38848920325425,1.441446457280058
FT-1619,,185.0807814700663,185.08535333816394,185.07784045392447,0.0011315694483380412,87.97502358722046,91.25435217568348,89.81977770159043,86.25271465236963,82.2392945704258,0.7532135372135657
FT-1620,,316.02357336229346,316.0309188434635,316.016174653562,0.0019314321138389746,87.92677363160706,91.154074680816,90.10937610183521,85.75532981228139,82.12795994281771,0.7742751967266162
FT-1623,,257.01057042775017,257.01509356220043,257.0053919546871,0.0012739378233703952,93.07415857117344,110.17870764658373,96.24774413234442,86.61701939506942,82.8267614087916,1.4211981466260128
FT-1684,,127.0756719118154,127.07892608642578,127.07219251253473,0.0008403093854114902,100.19716188270223,111.08464729041052,102.62847829972505,97.59064191734838,90.48945640524364,0.8454985314079796
FT-1693,,213.00418195555355,213.00870903520027,212.9993227503654,0.001219137842893643,106.07053456726393,121.50627434868629,108.56416147709851,103.70316944781067,98.64481125909938,1.0865634238599633
FT-1697,,212.0013158943357,212.0055670952494,211.99614050395738,0.0012982118235608162,106.20642149653541,126.19643136810546,108.91888193615297,103.70777175990509,97.57217123765022,1.1615018008701445
FT-1716,,189.11212804243823,189.1164637188467,189.1078572812276,0.0010913480602459775,114.11117494147284,124.07255970084564,116.17988235879837,111.08537016076788,109.35637959605322,0.7649916263488981
FT-1717,,189.1122372159872,189.11668390495467,189.10839497285204,0.0011637245397371516,106.05993925287075,109.44116715462613,107.86099319706966,104.08377334010612,101.09316859193838,0.6483253840172288
FT-1730,,229.1070119294704,229.11163677651354,229.10204966593196,0.001206302353876225,126.93951360833742,135.5589010415799,130.7392444143794,122.9405334202552,118.61534544679694,1.2124570978042313
FT-1742,,178.05004992633334,178.05423085652671,178.04631155491919,0.0009446675248992864,120.07001602563662,143.24422890064665,121.86577969389667,117.76497958687527,110.72098700439528,0.6438509709729415
FT-1744,,263.10236078240086,263.1068892414161,263.09769735125565,0.0012242227734392574,122.59284804812957,140.81135249528566,124.36842981954437,120.60108643628028,113.63865708132197,0.6266673660249308
FT-1746,,179.05343186661173,179.05705573971886,179.04959236208052,0.0009613904956359146,119.4305248422412,129.9398788729194,121.11862496826924,117.34602566639963,112.11987101951067,0.6578221109716169
FT-1750,,134.06038378624467,134.06386499580466,134.05730452325437,0.0008495862151712057,119.54685969612153,131.61104112255103,121.55286226831603,117.70590869724931,111.80075274438173,0.6898948896055982
FT-1758,,264.1057024159465,264.110724886363,264.10097068913865,0.0013541890359582785,122.17442658579904,132.67716792348008,124.03950860037223,120.6085298049759,114.54066534156554,0.6304202135873777
FT-1767,,294.10041653321053,294.1057499500891,294.0958494469463,0.0014267375368290335,125.87412974308604,139.07863825100944,129.02138781456375,122.45204960272706,118.61851596374181,1.276901816685916
FT-1769,,295.1035285250161,295.10898455617024,295.0977458499883,0.0016161902056586548,125.52372533995073,133.37821615531885,128.5257772728681,122.62210991974531,119.57340810072483,1.2429610143561975
FT-1771,,187.0965303919606,187.10046796839416,187.09310969126687,0.0009634837046047169,126.73613051652376,140.4556000825653,129.60874835180613,124.85832229384332,117.7577848336336,0.9059295932711122
FT-1791,,160.0688709955867,160.07285051829876,160.06557159623642,0.0008964556605584164,130.21264968252842,142.59704144861973,132.0492264037809,127.8099718223606,123.636284909819,0.6541245064496014
FT-1793,,97.06517326460386,97.06787141072478,97.06264038816427,0.0007246442360828403,130.3952681555265,146.1983411533859,132.2151703547087,128.3379498155418,123.1766373612214,0.6329779472847887
FT-1797,,273.0055154106477,273.0114765472815,272.99959899384834,0.0014438819535269984,130.57337785310014,147.9958649499056,132.8629052327175,128.31160677405018,123.04648361206776,0.8355880758036153
FT-1798,,159.0655118392693,159.06933822347216,159.06132407498475,0.0009900719908356409,130.72749880845143,157.08789844770556,132.64069768942835,128.05020188705703,122.48831161776566,0.7644281711735895
FT-1810,,301.1755494294792,301.1816515181457,301.1697069255161,0.0016108589370646205,132.49068034407213,143.7394166844206,134.76069894808296,130.47484923332308,126.20281582787595,0.8824154550580365
FT-1811,,129.01863761546429,129.02178448816522,129.01538737785833,0.0008547774183233645,132.13743238802252,143.6723312879348,134.3820715438685,130.31982849103787,125.27569151956531,0.7815864268025501
FT-1824,,233.1018103557606,233.10683240532467,233.09765624999997,0.0012665662205844255,132.17558481557478,145.5468114633179,134.18259330780225,130.40149574566468,125.24186671092649,0.6855272969575582
FT-1829,,212.00125868282268,212.00601454056792,211.99674810513986,0.0011502056373707238,133.12596288597834,145.81293953441855,136.56472259176135,128.95839310049664,126.5391146550425,1.3830319595018639
FT-1830,,230.01172272509672,230.0170589000721,230.00664636710337,0.0014182264491824747,133.12604939182134,142.4719949924568,135.6119334634126,130.08976359301735,126.86622001907953,1.2644228577750176
FT-1849,,315.19117951930264,315.19781232763586,315.1849682869702,0.001770592250836065,139.93662965031382,148.1827738428564,142.62954395171153,136.84089614166095,133.78370524026593,1.6880185215244545
FT-1859,,359.0423825869174,359.04784662966057,359.03682557875607,0.0016957975596001535,150.26699031957344,158.9900499767234,151.94384671591666,148.57586968536788,143.87626723058779,0.6389568650519548
FT-1860,,141.09134960467193,141.09394190762413,141.0872810471173,0.0009221992257156107,150.42740151672925,160.05198342038338,152.49985312920933,148.69035460036875,143.87390908505915,0.6266508284564359
FT-1861,,185.08103097146048,185.08451410342687,185.07678178319364,0.0010732427873041007,150.57863867347857,163.14485748821724,152.66181874022627,148.28190922889706,143.5502061741831,0.6378761306064243
FT-1862,,186.08443411860057,186.0878004517913,186.08005504392406,0.0010690142588687575,150.23656191074414,157.9822288568227,152.25872044182736,147.7982504332808,144.09144257122787,0.6482609056798952
FT-1867,,217.10705151455525,217.1109134702614,217.10216032111524,0.0013264092229198089,155.33900503644946,161.3105640022091,157.6079799515059,153.12464109900642,147.47610989394687,0.7370057871700237
FT-1871,,203.09144468020574,203.094970703125,203.08693467068255,0.001053579619533767,152.66256740291146,159.3934890172365,154.343443972659,149.8984637584207,145.5566181574238,0.6892289899160726
FT-1875,,317.031811194886,317.037228971785,317.0265128556378,0.0016197500424675701,152.82888606943067,158.97700089674902,154.95462605284638,150.5719747155779,146.88432123169028,0.6886395194381092
FT-1882,,343.1974639431214,343.2037846907854,343.19032750180634,0.0019000547571769283,155.6680572986547,163.6453946577242,158.94475957563904,151.67422029915366,150.23339586520112,1.6061649693244369
FT-1884,,316.1945756176052,316.2006839430807,316.1884558627992,0.0016435512598363905,156.112322067127,166.41566342194818,158.54531725218922,154.33946062168334,150.50808944847398,0.7920753820314995
FT-1886,,429.13167656209214,429.13882457212367,429.12403305077555,0.0021990800387480095,156.02606496740034,165.16569516177438,158.41905027257573,153.93854646537963,150.60064097841874,0.7896104676630858
FT-1887,,315.1913088400569,315.1959453639378,315.18538921194323,0.0015175476917992493,156.37424730879545,173.3079190172006,158.74726884968857,154.44532565840962,149.8980908804818,0.7751845017505661
FT-1910,,434.9801536305513,434.98699385052026,434.9728783858143,0.0021377788488086517,161.7588498068312,174.36357714335549,166.9926595568522,159.86076717962723,154.22741298675308,1.38112285436231
FT-1911,,127.00756201114564,127.01010357948648,127.00348838920378,0.0009663052807498082,161.6264397378152,182.18573248663463,163.67023033019908,159.86078820400726,153.06300795355395,0.8572895466393261
FT-1913,,133.04003150315103,133.04257233046664,133.03645889774705,0.0008858547034325445,161.51954547618735,178.185747093835,163.77864183361424,159.86205763900477,153.3793119008343,0.8469317422972613
FT-1919,,174.04242072309245,174.0455905876751,174.03806016477463,0.0010409880953925088,161.18814122778403,172.97075578989842,163.25085240756235,159.86359492844386,153.91995037882438,0.7511286613970023
FT-1924,,626.9833668282456,626.9915297792332,626.9745018866505,0.003013590351913043,161.61559365834543,174.08918246847134,165.63462738595834,159.86552300466323,154.32357611914404,1.0711107119268497
FT-1927,,208.02531949895626,208.02948537592005,208.02170757931663,0.0011488009071251588,161.22549232287915,173.2279082254815,163.61915246508514,159.8659687524012,153.9632612442042,0.8240054004751948
FT-1928,,828.9890420829879,829.001595214218,828.9760943771579,0.005227410893266305,160.91483891965476,167.5313371486881,163.02003452887826,159.86599286458903,155.33488729027079,0.7556652908647438
FT-1931,,206.01458700428103,206.01814205647605,206.00898415755836,0.0014298884018341266,160.96815006512267,168.75479134206608,162.989326135119,159.8663510684382,155.02980237079643,0.7364331371587938
FT-1935,,1020.9911065593773,1021.0024212317384,1020.9787820245714,0.00460679491667136,160.99724224478723,167.62779512188843,162.7868805832577,159.86880044929273,155.21969269622795,0.6729616247320859
FT-1936,,168.03040603923583,168.03333208155425,168.02629992932862,0.0010800781285848734,161.26962787015705,174.50314581394562,163.55334926556037,159.86950220537827,153.5632397979503,0.8549986734109535
FT-1939,,507.9428134344923,507.950926835178,507.93524908860604,0.0025071873128095774,161.57418480366877,173.38764313424196,165.87191432061047,159.87003299582253,154.0624749778503,1.0417450446171128
FT-1945,,187.00633608513363,187.01153008846913,187.00162066395367,0.001150322608551954,169.01398622082704,213.25605676232342,173.6265767217086,163.31795073594054,159.4748215791685,1.7579094597345888
FT-1946,,178.0437199132198,178.04678211009528,178.04005472292295,0.0010687621689030944,161.26247217222303,173.66312711926324,164.17105665956964,159.87208643003976,153.75956321166635,0.8600851692015594
FT-1952,,278.05267293569693,278.0569546496276,278.0476380330886,0.0014397130708372434,161.12165592198954,171.63864780117513,163.29439647098525,159.87610384604417,154.09834204492972,0.7483950743873337
FT-1959,,163.0326074370271,163.0354195582456,163.02833689597327,0.001025430431897985,161.41164015229452,176.66976133982394,163.9903295327405,159.87858058013552,153.52350176116224,0.8208185189575986
FT-1960,,169.02330345982813,169.02627938568585,169.01933913363874,0.0011004302744223138,161.27543966817825,173.88009981487565,163.86958279637724,159.87896357132826,153.6452084416894,0.8421928040629373
FT-1963,,143.00256376250763,143.00554305296066,142.99822035001515,0.001029497773903624,161.70094897064538,184.31969575555618,163.8595607560214,159.8807945516932,152.82431123827644,0.8779950912853525
FT-1969,,321.03998302716315,321.0455582136215,321.03531082125085,0.001626190138924248,161.4529263301,185.5148902620583,164.04924958688002,159.88372285518713,152.73048095313843,0.9255745564589717
FT-1973,FT-1902,908.0539614449078,908.0656035164072,908.042429736606,0.004422605835389597,160.9802681404239,167.0544664382944,162.70121384317744,159.88509069045634,155.67524070739998,0.7564078961939082
FT-1974,,409.03199201265284,409.0397033691406,409.02569189454033,0.0022979053811723327,160.86248704535694,168.19415611379472,162.7498150711159,159.88653047807745,154.9753141403206,0.729801030945023
FT-1975,,233.0601131701611,233.06372725305022,233.0560408714266,0.0012152897649221905,161.33971528746935,175.2825164794974,163.87443931331873,159.88797614370162,153.58085644345033,0.8053047249751384
FT-1978,,566.9619182502861,566.9695549326594,566.9546921350264,0.0028383963039950847,161.6148396477348,172.1056726427409,165.92079217165568,159.88909852095065,154.47433169525377,1.2274771183514197
FT-1983,,207.0221871100725,207.02575508347738,207.01564903233583,0.001319498162642747,161.5676677910856,181.93510930985298,163.87751060592475,159.894799173459,153.11271451413515,0.8553660052689871
FT-1987,,69.01955380409392,69.0229454360999,69.01703790660508,0.0007140247713651494,161.68885095555325,182.13453458465608,164.20607200853604,159.8978344694558,152.86890031727222,0.9355807200200813
FT-1990,,550.9897319240845,550.9998799893344,550.9812179626173,0.0032792050654492353,161.1481362753176,171.69453851382667,163.24784542032046,159.90248514735083,154.220277468361,0.7631698468491244
FT-1995,,251.0119670741683,251.01577846094017,251.00809055362225,0.0012891543234569332,161.75185179154215,187.75347244171954,163.98146694582536,159.90756146537709,152.54208718027382,0.8987132033381635
FT-1999,,205.05432668235707,205.05899499102614,205.04918220522518,0.0012007326895881077,161.15996707234225,171.62918732156544,163.3552490229698,159.9124290634036,154.22881624063336,0.7519855596941528
FT-2000,,277.05004775450766,277.0544325382143,277.04461033155576,0.0014545120202597375,161.5214708455316,180.677571356296,164.572951823669,159.9143459250012,153.12466204166125,0.881021520479334
FT-2007,,506.9406335129021,506.9483159088903,506.93416010447766,0.0024235194924479998,161.8860809411016,179.62941872107243,166.8717451018845,159.9405961747516,153.62295466500188,1.2506677692832613
FT-2009,,188.00919901926417,188.01364262336614,188.004811020042,0.001149509734649005,168.72747748371896,193.92294667335267,173.28791356837755,162.80383901359042,160.14226292095856,1.7973334511293269
FT-2011,,107.049580690538,107.05268499393506,107.04628826618777,0.0008322556410830424,168.68942036766376,185.79556728476936,173.63238091397997,162.6910945485706,160.7321149199768,1.8899919503006373
FT-2013,,167.02738347651243,167.0304914524213,167.02297105750105,0.001104823538957171,161.77029593570043,187.991890121908,164.68547037518996,160.0280012885957,152.72727046293318,0.8922107107733818
FT-2035,,217.10706014168304,217.11173374835357,217.10174579598947,0.00138985290435542,168.3996610813672,182.59317004812752,173.03391406010624,162.98156956000147,161.9287628353272,1.6849483267666527
FT-2048,,203.0913878238726,203.09614887318082,203.0869605716677,0.001221652031230452,166.04993943541754,173.39342636996724,168.954432840698,164.1558569564815,161.16879098426145,0.9898130489875213
FT-2055,,247.11749852560362,247.12234676162242,247.11206346274182,0.0013834078364941137,177.37349269238612,185.00161164643694,181.75377369566485,171.72792031094158,171.11109910422368,1.5339914892957625
FT-2068,,141.09136890889195,141.09480544477543,141.08874941715274,0.0008886519055216562,178.95868826215636,190.78477021267875,181.24307522478387,175.97299210238,171.37999838277537,0.9594209304847409
FT-2069,,359.04231934437166,359.04768042264874,359.03627875741137,0.0017392803073135665,178.84753120376803,189.08073248686816,182.97293105421878,175.39444318146207,171.81811565234926,1.0532348368004336
FT-2070,,185.0809862737123,185.0846138388652,185.07744509246845,0.0010443243223075625,179.31801166863565,197.27185327579213,181.7147359868429,176.4438033173479,170.53457727188422,0.9915470186818726
FT-2083,,194.04496159514093,194.04925589138472,194.04059844515768,0.0012441940249463678,187.92545771524365,197.9694364184412,190.29060539490607,184.75976169829218,180.54401664506287,0.9694114065146385
FT-2089,,189.11217394570102,189.1166028731227,189.10812242786776,0.0011462739542836998,192.88960691801773,200.64958258961565,195.35328927114213,190.5092206539895,186.98909700586708,0.8321434876426785
FT-2092,,230.1386925342064,230.1431348651084,230.13476894329486,0.0011989972430691397,191.9832008519705,201.98699647223629,194.115871523405,189.68898031714804,185.8676621230724,0.7513935052570246
FT-2153,,400.0815680291179,400.08782401189455,400.07339205127164,0.002342562590236989,221.41632193758377,226.92594534234027,222.26937817013837,220.12265441091375,216.8680672102225,0.4835526455819665
FT-2154,,401.0887398484675,401.09518355093826,401.0820379970746,0.002050204082464555,221.37852310189504,228.5191027694078,222.2730963251877,220.14490382552347,216.30198000470398,0.4631296323068058
FT-2165,,515.0295059832126,515.0364053912964,515.0209509551203,0.0026557301828966443,221.40686150508031,227.11918785277123,222.25156554614463,220.30919462985227,216.7462825965019,0.47158113442165417
FT-2168,FT-2211,324.9676382609473,324.97591611848713,324.96131372405495,0.0024579482467517308,221.629927751093,229.84084053039143,222.27587540863252,220.34877913511414,216.0322932243264,0.4259131029928651
FT-2174,FT-2195,175.0859774630371,175.08996570809913,175.08266285914038,0.0011172375538991135,221.51364254827885,226.35475821290225,222.2792283529511,220.49583560111589,216.31279211101878,0.3912832268055785
FT-2187,FT-2140,287.0213203381961,287.0269951579324,287.01652397361215,0.0015170082986132013,223.2301779376108,246.48166084053503,225.14507102577915,222.28025277078146,215.38274256308912,0.6277220646020555
FT-2189,FT-2178,173.08120586422075,173.0841242128684,173.0770678934119,0.0011331331455248137,223.09470912523443,261.81029259196947,225.27869508599915,222.28085194636932,213.81506906401393,0.5313775466629114
FT-2194,,175.0867292270593,175.09083545043376,175.08219248677025,0.0011691971420663614,230.93130950813332,237.88710834355894,232.90646345214054,229.2430845285536,226.67675935034316,0.6757581994211185
FT-2196,,634.9441072567384,634.954272262826,634.9350673730587,0.003915934823753662,223.005131948375,231.5061868940044,225.16707177296345,222.28201996474667,216.99258154564419,0.5921322342066905
FT-2203,FT-2176,111.08096940915354,111.08362994988512,111.07845835216133,0.00075115145734917,222.85054389111014,242.0672740675015,224.7230055816359,222.2852126256728,215.90123191271118,0.46260791236390014
FT-2212,FT-2173,174.08462962322366,174.08776985197247,174.08103093377872,0.001095221271675052,222.90104681367083,243.47601937640388,224.45230880354399,222.29014127522782,215.91561145842476,0.4730229135962531
FT-2227,,165.05483211314473,165.05875344045296,165.05146240713086,0.0011049933731824082,225.1881903374696,235.65956432094606,227.59017766096014,223.19407823127693,218.78995822447146,0.6610100075740089
FT-2230,,200.12825845716233,200.1332602525324,200.1236265984707,0.0013273127055586909,224.99355098375486,232.5778786079171,227.44228856891203,223.40013027028024,219.7654417667218,0.7119340957972621
FT-2236,,273.04183634708494,273.04745346521844,273.035783892036,0.0016149547464595672,231.4992294753545,240.65273015596134,234.10639723725515,228.48666829880298,223.31453612971927,0.8025575671874691
FT-2237,,159.10186194363573,159.1058847540707,159.09749324501269,0.0010639841285210244,231.5841195686332,244.8440611668074,233.73652620567958,229.22536836168246,221.26929439643098,0.7361948922727731
FT-2239,,137.02373755483887,137.02664755065538,137.02008417824075,0.0009668484235589079,233.11093677158985,250.74926221600083,236.03114780189821,228.01428680664114,218.05588503296437,1.3870806185853328
FT-2240,,160.1052988884192,160.10932802886353,160.10151182468653,0.0010729973711351025,231.50074297646802,240.35556391614702,233.60580487863456,229.15368009787247,223.823596786283,0.6981451802822096
FT-2248,,217.1064742243774,217.1106418508568,217.10167470046878,0.0012779318175716995,240.59800166664587,245.90137209210357,242.5952276343746,239.0639413600197,236.281334928107,0.7299034858239491
FT-2264,,232.1260319943907,232.13113512876347,232.12105448526052,0.0015075582739589627,230.22378980219386,237.13325710008212,232.6503944158868,228.84769594623,225.28370532122472,0.6469472882618528
FT-2267,,231.12261311333364,231.12722845299157,231.11722331673494,0.001481435413484188,230.32957979473437,238.95509248493022,232.17610729653418,229.06015107981318,223.26743539722392,0.6110227120457435
FT-2268,,226.01671573925591,226.02207033143145,226.0120898863927,0.0013941024353042628,231.68447575309423,244.46904231480445,234.8783729268222,229.0876460224683,225.46169602530424,1.4032510227551478
FT-2274,,309.1442572434321,309.15061945956273,309.13791747312314,0.001621720630311299,231.64904304330148,247.90383031879915,233.99523611460222,229.46920355656633,224.83184044849156,0.7088621834722915
FT-2277,,251.1288689045052,251.13441775789516,251.1233825683593,0.00154919300121556,231.27395055154696,239.90490786970315,233.42023209138162,229.5908911549122,225.7555328569362,0.724771840375603
FT-2278,,250.12647450609728,250.13160442847888,250.1211118522171,0.001511649442720867,231.61606735324594,247.71661185155253,233.74607978707616,229.59873149209974,224.82394497106043,0.6643148044682577
FT-2283,,295.12859089814214,295.13411948697836,295.1223867047204,0.0016409621681063862,231.30828746272348,240.06466851268345,233.56715144505358,229.80437638333535,225.63530865689364,0.714647422237539
FT-2284,,310.1474976925683,310.15340051495036,310.1412492132323,0.0017938321253249275,231.30369159432408,240.90148700135506,233.64400045905774,229.91509057171947,225.572715103626,0.6909773003960159
FT-2285,,249.12328722820573,249.12808425586806,249.11793936971807,0.0014407496696202744,232.03976494059205,262.62720409949094,234.0399376878482,229.97755655456072,224.16135212884083,0.7354897891607876
FT-2294,,277.1545032336118,277.16015476221315,277.1491012673079,0.001530732413429272,234.27003187795458,242.35660289705746,239.01754519125015,230.6126935445707,228.84960645874435,2.2139425843197142
FT-2300,,199.0061034095879,199.01033046251518,199.00156577975594,0.001164655508646491,239.3147936325483,249.8233354030482,242.5898874910929,236.34556795186546,232.62197993352072,1.4575193282333685
FT-2302,,369.15408492582435,369.159883143058,369.14787707404275,0.0016446072747180814,238.18368238126354,249.386061925152,240.30356148583118,236.80475350315882,231.91104824726446,0.5478704427867046
