,Charge,Chromatographic peak width (min),Highest Mean,Identifications,Isotope Distribution,Lowest Mean,Max Fold Change,Maximum Abundance,Minimum CV%,Neutral mass (Da),mz,rt
5.93_313.0593m/z,1,0.20295,pQC,0,100 - 25.4,solvent,inf,169.268906079861,5.26,,313.059347219719,355.983
5.93_313.1191m/z,1,0.20295,cancer,0,100 - 10.7,16,inf,65.6596834694649,15.02,,313.119147655195,355.983
5.93_315.0529m/z,1,0.315866666666667,pQC,0,100 - 16.4 - 10.1 - 1.59 - 1.26,ltrs,inf,2332.30926790069,2.42,,315.052892892473,355.983
5.93_330.0400n,1,0.20295,pQC,0,100 - 25.1 - 12.8,ltrs,inf,205.251807076068,10.81,330.039959742078,329.032683310078,355.983
5.93_332.0553m/z,1,0.186033333333333,pQC,0,100 - 15.4,zero,inf,59.7281101026998,7.91,,332.055349387965,355.983
5.93_336.0817n,1,0.20295,ltrs,0,100 - 23.2,solvent,inf,157.622672903468,14.55,336.081662211661,395.077618960508,355.983
5.93_341.0039m/z,1,0.1353,prostatitis,0,100 - 7.7 - 7.41,process blank,inf,129.648913057024,14.88,,341.003856106215,355.983
5.93_344.0035m/z,1,0.20295,prostatitis,0,99.6 - 100 - 68.9,zero,inf,261.093320399933,7.48,,344.003471338492,355.983
5.93_347.0030m/z,1,0.20295,prostatitis,0,100 - 16.5,zero,inf,178.674971199424,2.33,,347.00302785591,355.983
5.93_368.0228n,1,0.186033333333333,pQC,0,100 - 11.3 - 5.18,solvent,inf,250.513966901532,5.84,368.022824087654,352.999678793787,355.983
5.93_389.0897n,1,0.315866666666667,pQC,0,100 - 31.4 - 16.5 - 7.59,solvent,inf,263.092549746794,3.72,389.089694150534,374.065788083984,355.983
5.93_404.2241n,1,0.569566666666667,postcirugia,0,100 - 15.1,solvent,inf,356.341445655188,4.85,404.224120378802,385.206279258802,355.983
5.93_422.2177m/z,1,0.101466666666666,prostatitis,0,100 - 26.2 - 5.16,zero,inf,13.9902429504239,65.62,,422.217657360706,355.983
5.93_430.0002n,1,0.236783333333333,pQC,0,100 - 37.4 - 47.8 - 6.39 - 4.99,16,inf,651.749959559413,2.58,430.000183080965,489.014183007688,355.983
5.93_442.1864n,1,0.2313,cQC,0,100 - 27.5 - 11.8 - 1.59 - 2.35 - 0.135,16,inf,725.849788640772,4.19,442.186377115353,501.178069529697,355.983
5.93_445.9959m/z,1,0.20295,pQC,0,100 - 47.5 - 3.16 - 0.32,zero,inf,128.393042933278,4.66,,445.995929218427,355.983
5.93_458.1592n,1,0.231316666666666,prostatitis,0,100 - 24.2 - 12.6 - 1.94 - 2.49,16,inf,1172.78409416067,1.87,458.159191704029,457.151915272029,355.983
5.93_464.1542m/z,1,0.101466666666666,control,0,100 - 31.1,solvent,inf,5.68148360471801,126.06,,464.154231891994,355.983
5.93_471.1671n,1,0.180583333333334,prostatitis,0,100 - 11.2 - 7.72 - 4.9,zero,inf,251.616460768315,4.3,471.167076323696,456.1453131699,355.983
5.93_481.1929n,1,0.20295,CRM,0,100 - 35.8,solvent,inf,138.118203529103,6.21,481.192900096979,462.175058976979,355.983
5.93_486.2371n,1,0.180583333333334,pQC,0,100 - 16.1,zero,inf,42.1782666536287,15.46,486.237071778106,471.214171778106,355.983
5.93_488.0272n,1,0.169133333333333,pQC,0,100 - 28 - 44.5 - 5.47 - 1.91,solvent,inf,74.4584764808876,20.91,488.027221264374,547.047734404519,355.983
5.93_496.1763m/z,1,0.118383333333333,cQC,0,100 - 22,zero,inf,14.7453836192743,63.61,,496.176271404509,355.983
5.93_515.1947m/z,1,0.0845666666666665,prostatitis,0,100 - 18.3,solvent,inf,9.91796624503356,74.36,,515.194695011269,355.983
5.93_528.0746m/z,1,0.118383333333333,prostatitis,0,100 - 25.9 - 0.298,zero,inf,19.0144169385595,66.25,,528.074552757623,355.983
5.93_550.0056n,1,0.28205,pQC,0,100 - 13.1 - 1.41,ltrs,inf,242.860340335382,9.1,550.005647589848,505.008547589848,355.983
5.93_557.0771m/z,1,0.118383333333333,prostatitis,0,100 - 25.1 - 2.5,zero,inf,10.7318558959361,45.16,,557.077146633211,355.983
5.93_557.1844m/z,1,0.101483333333333,control,0,100 - 31.9,zero,inf,3.62334968262224,624.5,,557.184362924357,355.983
5.93_569.1018m/z,1,0.101466666666666,postcirugia,0,100 - 44.1,zero,inf,12.4340938928307,88.42,,569.101831726766,355.983
5.93_586.1156n,1,1.25206666666667,cancer,0,100 - 33.4 - 20 - 6.55 - 4.51 - 0.627,zero,inf,272.971409773546,10.91,586.115554370546,571.092654370546,355.983
5.93_591.0746m/z,1,0.1353,cQC,0,100 - 53.5 - 42.6 - 3.25,zero,inf,50.2216736102499,39.81,,591.074576429305,355.983
5.93_603.1145n,1,0.383533333333333,cancer,0,100 - 14.5,zero,inf,13.1572652423208,107.44,603.114514402401,584.096673282401,355.983
5.93_613.1233m/z,1,0.0845666666666665,cQC,0,100 - 41.9,zero,inf,11.9675985555269,67.78,,613.123292988357,355.983
5.93_616.0898n,1,0.152216666666667,pQC,0,100 - 31.1 - 23 - 4.57 - 2.9,ltrs,inf,205.572708549013,10.72,616.089754370546,615.118584946713,355.983
5.93_697.2122m/z,1,0.152216666666667,control,0,100 - 30.5,zero,inf,5.96440711675498,145.45,,697.212195466078,355.983
5.93_698.2228n,1,0.118383333333333,cQC,0,100 - 39.1 - 20.4 - 4.06 - 3.11 - 0.17,zero,inf,169.316326385602,5.39,698.222793367224,757.217586995249,355.983
5.93_714.1989n,1,0.152216666666667,prostatitis,0,100 - 37.3 - 22.4 - 5.33 - 4.45 - 1.48 - 1.44 - 0.385,zero,inf,298.710246307648,17.06,714.198925996808,713.191649564808,355.983
5.93_745.0536m/z,1,0.101466666666666,cQC,0,100 - 27 - 28.7 - 1.1,zero,inf,9.00603927352238,135.94,,745.053589161329,355.983
5.93_755.2205m/z,1,0.0845666666666665,cQC,0,100,zero,inf,8.70434259329118,72.32,,755.220460066709,355.983
5.93_756.2143m/z,1,0.0845666666666665,cQC,0,100,zero,inf,15.8609319120061,59.23,,756.214335523343,355.983
5.93_768.1179n,1,0.101466666666666,cQC,0,100 - 33.4 - 12.7 - 2.75,zero,inf,15.2163326100444,105.84,768.117858292531,827.132666591584,355.983
5.93_801.2437m/z,1,0.118383333333333,cQC,0,100 - 39.1 - 21.8 - 3.19 - 1.89,zero,inf,91.4062027613567,24.07,,801.243676530636,355.983
5.93_871.1575m/z,1,0.0676666666666668,cQC,0,100 - 32.6,zero,inf,6.14266891672736,122.87,,871.157529066666,355.983
5.93_970.2390n,1,0.101466666666666,control,0,100 - 49.6 - 33.6 - 8.93 - 6.23 - 2,zero,inf,48.3308492351321,118.59,970.239038643662,969.231762211662,355.983
5.93_985.2271m/z,1,0.101466666666666,prostatitis,0,100 - 37.7,zero,inf,6.28918392204984,165.06,,985.22713210291,355.983
5.95_1131.9923m/z,2,0.1353,postcirugia,0,88.4 - 100 - 69.1 - 22.4 - 5.71,zero,inf,25.842282531408,161.88,,1131.99234267336,356.9980000000002
5.95_171.1020m/z,1,0.4681,16,0,100 - 7.41,ltrs,19.5109832752596,2484.24565077526,2.06,,171.101968028522,356.9980000000002
5.95_522.0407m/z,1,0.2537,prostatitis,0,100 - 17.1 - 23.4 - 3.67,zero,inf,98.9063079899728,15.04,,522.040720318589,356.9980000000002
5.95_581.2596m/z,1,0.265133333333333,control,0,100 - 20.7,zero,inf,16.7563085189715,62.93,,581.259645031674,356.9980000000002
5.97_1003.9721m/z,2,0.530283333333333,postcirugia,0,87.1 - 100 - 62.5 - 25.7 - 7.69 - 1.15 - 0.0678,zero,inf,2075.12707163805,5.92,,1003.97212607891,358.0129999999998
5.97_1014.9631m/z,2,0.186033333333333,postcirugia,0,83.3 - 100 - 50 - 5.41,zero,inf,14.9622368680997,151.19,,1014.96309189549,358.0129999999998
5.97_1030.9318m/z,2,0.2537,postcirugia,0,92.5 - 100 - 64.9 - 20.2 - 3.97,zero,inf,68.7328415529217,103.26,,1030.93175109547,358.0129999999998
5.97_1052.9557m/z,2,0.186033333333333,postcirugia,0,89.7 - 100 - 68.6 - 16.1,zero,inf,16.6012456271333,189.38,,1052.95565511896,358.0129999999998
5.97_263.6268m/z,2,0.851616666666667,CRM,0,100 - 23.4 - 2.6,zero,inf,419.562901598099,4.26,,263.62684617381,358.0129999999998
5.97_274.1732m/z,1,0.186033333333333,1,0,100,zero,inf,11.0202832831221,56.6,,274.173232802038,358.0129999999998
5.97_523.2182m/z,1,0.1353,0,0,100 - 23.6,solvent,inf,21.4352081526737,31.36,,523.218176255288,358.0129999999998
5.97_529.2656m/z,1,0.3721,ltrs,0,100 - 11.3 - 0.366,zero,inf,82.9448496940303,32.49,,529.265605140823,358.0129999999998
5.97_582.3272m/z,1,0.118399999999999,0,0,100 - 52.2,zero,inf,5.52731270394714,64.74,,582.327204032674,358.0129999999998
5.98_240.1594m/z,1,0.1353,1,0,100 - 26.2,ltrs,inf,27.9941281535315,11.13,,240.159389826894,359.02699999999976
5.98_448.2109n,1,0.20295,sss,0,100 - 10,16,inf,270.338486147132,1.34,448.21087116782,429.19303004782,359.02699999999976
5.98_479.2633m/z,1,0.186050000000001,postcirugia,0,100 - 29.2,zero,inf,90.1935798684681,14.32,,479.26331009704,359.02699999999976
5.98_481.2432m/z,1,0.332783333333333,control,0,100 - 25.7 - 5.53,solvent,inf,523.461163741801,4.04,,481.243214682247,359.02699999999976
6.00_115.0755m/z,1,0.18605,16,0,100 - 2.57,ltrs,149.708791446829,213.891945145153,0.44,,115.075538383627,360.04200000000003
6.00_179.0704m/z,1,0.304433333333334,prostatitis,0,100 - 8.76,solvent,inf,45.956991256191,13.41,,179.07043827384,360.04200000000003
6.00_259.1182m/z,1,0.186050000000001,1,0,100 - 11.7 - 0.309,zero,inf,247.146213301423,3.82,,259.118186071782,360.04200000000003
6.00_289.0361m/z,1,0.101466666666666,sss,0,100 - 5.34,zero,110.37125879716,84.0897133017941,13.69,,289.036054273382,360.04200000000003
6.00_315.1262m/z,2,0.970016666666667,postcirugia,0,100 - 28.8 - 6.79 - 0.228,solvent,inf,234.403268753907,21.75,,315.126225449297,360.04200000000003
6.00_585.2921m/z,1,0.219883333333334,cancer,0,100 - 23.2,zero,inf,4.005313295822,188.33,,585.292092590442,360.04200000000003
6.02_371.1887m/z,1,0.1353,CRM,0,100 - 17.5 - 14,16,inf,206.573977205397,3.14,,371.188745016187,361.0570000000002
6.02_416.2172m/z,1,0.186033333333333,CRM,0,100 - 25.3,2,inf,16.8572023321643,87.49,,416.217231339669,361.0570000000002
6.02_444.1095m/z,1,0.1353,prostatitis,0,100 - 20.7,zero,inf,8.8930320364018,232.13,,444.109480309144,361.0570000000002
6.03_116.0497m/z,1,0.152216666666667,1,0,100 - 6.15,zero,inf,17.2886184933765,8.35,,116.049657352479,362.07199999999983
6.03_142.0649m/z,1,0.186033333333333,0,0,100 - 33.4,calibration,inf,19.7791128887365,21.3,,142.064903640303,362.07199999999983
6.03_189.0776n,1,0.2537,1,0,100 - 12.1 - 0.346,zero,inf,1188.15249097369,1.28,189.077637577197,188.071024812622,362.07199999999983
6.03_256.1674n,1,0.1184,0,0,100 - 23,2,inf,73.8078781042611,8.27,256.16743468763,511.289593164346,362.07199999999983
6.03_362.0324m/z,1,0.18605,0,0,100 - 13.6 - 2.51,zero,inf,93.1288780199656,4.93,,362.032392437407,362.07199999999983
6.03_375.1659m/z,1,0.1184,1,0,100 - 14.3 - 1.8,16,inf,194.153852522484,4.45,,375.165907603831,362.07199999999983
6.03_491.0880m/z,1,0.152216666666667,prostatitis,0,100 - 29.9,zero,inf,16.3254570632971,515.48,,491.088030581711,362.07199999999983
6.03_535.9956m/z,1,0.169133333333333,prostatitis,0,100 - 21.8,zero,inf,6.20032035466716,96.07,,535.995591140933,362.07199999999983
6.03_620.1463m/z,1,0.1184,prostatitis,0,100 - 39.9 - 17.4,zero,inf,16.9462516377765,516.04,,620.14630980276,362.07199999999983
6.05_150.0674n,1,0.219866666666666,prostatitis,0,100 - 9.07 - 0.104,sss,inf,622.399617770963,0.61,150.067418661431,149.060102083621,363.0859999999998
6.05_213.1125m/z,1,0.219866666666666,1,0,100 - 7.08,sss,inf,234.093832009792,6.51,,213.112507145881,363.0859999999998
6.05_273.1335m/z,1,0.169133333333334,1,0,100 - 7.86,solvent,inf,32.6426229618008,29.09,,273.133520855494,363.0859999999998
6.05_323.0210m/z,1,0.20295,pQC,0,100 - 13.7 - 6.63,16,inf,107.013795436251,4.24,,323.021007166302,363.0859999999998
6.05_496.9826m/z,1,0.135316666666667,postcirugia,0,100 - 17.9 - 31,zero,inf,17.732953692511,59.22,,496.982641951978,363.0859999999998
6.05_906.4791m/z,2,0.501916666666667,prostatitis,0,95.6 - 100 - 41.1,zero,inf,67.1476089249218,126.17,,906.479113995964,363.0859999999998
6.05_919.4342m/z,3,0.321333333333333,prostatitis,0,56.6 - 100 - 68.8,solvent,inf,21.3623863346704,239.13,,919.434165068867,363.0859999999998
6.07_187.1331m/z,1,0.501916666666666,16,0,100 - 4,ltrs,26.9667273247268,1237.37686248973,2.8,,187.133122287766,364.101
6.07_383.6859m/z,2,0.18605,control,0,100 - 61.1,solvent,inf,3.42008691761495,205.32,,383.685913972896,364.101
6.07_389.1813m/z,1,0.20295,1,0,100 - 13.9,solvent,inf,158.75459548062,4.55,,389.18133623438,364.101
6.09_189.0926m/z,1,0.219866666666666,CRM,0,100 - 49.3,solvent,inf,10.5240986183682,86.35,,189.09262238251,365.1160000000002
6.09_193.0347m/z,1,0.152216666666667,0,0,100 - 4.35,calibration,46.029338064636,26.5544435433979,13.41,,193.034691489234,365.1160000000002
6.09_288.6184m/z,2,0.637233333333334,ltrs,0,100 - 24.9 - 6.73 - 0.209,solvent,inf,321.238174292085,4.16,,288.618379404772,365.1160000000002
6.09_389.9612m/z,1,0.186033333333333,sss,0,100,ltrs,inf,10.9761761440947,150.09,,389.961230689114,365.1160000000002
6.09_390.9606m/z,1,0.18605,sss,0,100 - 7.92,postcirugia,37.7303301757049,1591.00465511079,5.32,,390.960613087436,365.1160000000002
6.09_421.2219m/z,1,0.118383333333333,0,0,100 - 15.5,solvent,inf,25.0738502242395,19.8,,421.221893604298,365.1160000000002
6.09_599.2499m/z,1,0.1353,8,0,100 - 25,zero,inf,14.0110580689228,20.79,,599.249881626161,365.1160000000002
6.10_331.1749m/z,1,0.287516666666667,1,0,100 - 12.6,solvent,inf,324.790969928044,4.99,,331.174893370491,366.1309999999998
6.10_397.1685m/z,1,0.569583333333333,postcirugia,0,100 - 18.5 - 18.8 - 0.963 - 5.01,16,inf,452.849508753801,2.53,,397.168538103206,366.1309999999998
6.10_426.0773m/z,1,0.253683333333334,control,0,100 - 21.5,zero,inf,227.992808035165,146.95,,426.077301733971,366.1309999999998
6.10_428.0752m/z,1,0.236783333333333,control,0,100 - 21.9,zero,inf,91.640353315873,219.72,,428.075231693032,366.1309999999998
6.10_464.3006m/z,1,0.186033333333333,ltrs,0,100 - 21.2 - 0.47,zero,inf,67.6377081254643,11.6,,464.300570633813,366.1309999999998
6.12_173.1175m/z,1,0.772516666666667,16,0,100 - 8.3 - 0.272,ltrs,17.6437946250138,5918.73647604051,1.49,,173.117505705698,367.146
6.12_236.1043n,1,0.270616666666666,CRM,0,100 - 16.8 - 2.3,16,inf,437.749967414338,18.8,236.104315439832,191.107215439832,367.146
6.12_287.0579m/z,1,0.287516666666667,0,0,100 - 6.1 - 0.64,zero,44.6022213534712,384.767420394049,10.96,,287.057897883715,367.146
6.12_346.0697m/z,1,0.236783333333333,0,0,100 - 12.3,zero,83.2599996588043,112.487896202269,6.24,,346.069684578829,367.146
6.12_349.0377m/z,1,0.236783333333333,ltrs,0,100 - 17.1 - 9.41 - 1.02,2,inf,121.801883899963,32.56,,349.037659117372,367.146
6.12_419.9712m/z,1,0.169133333333333,sss,0,100,ltrs,inf,105.374725780454,14.89,,419.971189009884,367.146
6.12_461.0193m/z,1,0.152233333333333,sss,0,100 - 12.2 - 19.3,2,inf,74.6698724229295,19.18,,461.019300968501,367.146
6.12_525.1224m/z,1,0.1353,control,0,100 - 29.2 - 13.2,zero,inf,18.9249498257996,331.75,,525.122419482454,367.146
6.14_279.1258m/z,1,0.383533333333333,0,0,100,16,inf,19.7318568891593,13.41,,279.125781968107,368.16
6.14_288.9138m/z,1,0.332800000000001,sss,0,100 - 8.11,calibration,inf,138.988537102822,118.92,,288.913758229739,368.16
6.14_331.1392m/z,1,0.236783333333333,1,0,100 - 17.7 - 1.29,solvent,inf,487.919875413625,5.75,,331.139187291891,368.16
6.14_352.1116m/z,1,0.169133333333334,CRM,0,100 - 19.5 - 2.44,zero,inf,148.84257577842,41.37,,352.111619629811,368.16
6.14_445.0790m/z,1,0.101483333333333,pQC,0,100 - 10.9,solvent,inf,20.4496086925035,28.47,,445.07900436993,368.16
6.14_489.7366m/z,2,0.135316666666667,4,0,100 - 47.6 - 3.02,zero,inf,25.0768783632355,94.13,,489.736578585479,368.16
6.14_494.1920m/z,1,0.1353,0,0,100 - 21.1,solvent,inf,21.6816638876193,26.83,,494.191986594676,368.16
6.14_523.0006m/z,1,0.1353,ltrs,0,100 - 20.8,zero,inf,20.0987988491576,112.11,,523.000552577383,368.16
6.14_73.0285m/z,1,0.152216666666667,CRM,0,100 - 1.7,zero,inf,53.9783376439999,30.87,,73.028519632078,368.16
6.14_921.4426n,1,0.451183333333334,4,0,100 - 45.7 - 5.66,zero,inf,106.530718085517,93.58,921.442603842317,980.482593709037,368.16
6.15_317.1958m/z,1,0.236783333333333,1,0,100 - 13.7 - 0.174,zero,inf,252.281406613239,5.49,,317.195764697907,369.1750000000002
6.15_355.9991m/z,1,0.186033333333333,1,0,100 - 11.2,zero,inf,85.4543790926135,7.56,,355.9991484898,369.1750000000002
6.15_943.4991m/z,1,0.101483333333333,0,0,100 - 43.3,zero,inf,17.6253227191564,41.27,,943.49906819827,369.1750000000002
6.17_199.0967m/z,1,0.152216666666667,1,0,100 - 3.64,ltrs,inf,107.663667457464,3.27,,199.096706897534,370.1899999999998
6.17_371.1886m/z,1,0.219866666666666,CRM,0,100 - 19.2 - 5.58 - 0.064,16,inf,469.261417976814,3.84,,371.188592838571,370.1899999999998
6.17_476.1351n,1,0.152216666666666,postcirugia,0,100 - 16.3,2,inf,23.6435189056668,34.88,476.135105890006,431.138005890006,370.1899999999998
6.17_499.2908m/z,1,0.186033333333333,cancer,0,100 - 12.9,zero,inf,5.61436790271865,114.63,,499.290785200475,370.1899999999998
6.19_1032.4991m/z,2,0.236783333333333,postcirugia,0,79.5 - 100 - 52.3 - 12.6,zero,inf,44.9210692326126,149.86,,1032.49912902416,371.205
6.19_338.1180m/z,1,0.20295,postcirugia,0,100 - 19,solvent,inf,20.6019345492542,48.74,,338.118044482892,371.205
6.20_479.2277m/z,1,0.169133333333333,control,0,100 - 20.1,zero,inf,74.0517858530354,7.1,,479.227711412217,372.22000000000025
6.22_249.1122m/z,1,0.118383333333334,CRM,0,100 - 7.91,16,inf,30.5266504038758,9.42,,249.112172061205,373.2340000000002
6.22_279.6130m/z,2,0.851633333333333,ltrs,0,100 - 39.6,16,inf,330.33840905437,5.44,,279.612956659253,373.2340000000002
6.22_375.1661m/z,1,0.20295,1,0,100 - 10.8 - 0.195,solvent,inf,144.651166184531,4.53,,375.166091688247,373.2340000000002
6.22_395.1530m/z,1,0.180566666666667,1,0,100 - 6.44,solvent,inf,18.0977783559929,13.04,,395.152960969945,373.2340000000002
6.22_526.2510m/z,1,0.270616666666666,postcirugia,0,100 - 32.6,zero,inf,80.4656745998951,19.86,,526.250962452557,373.2340000000002
6.24_127.0755m/z,1,0.152216666666667,1,0,100 - 4.25,zero,inf,82.9806156034636,8.09,,127.075497201826,374.2489999999998
6.24_257.1385m/z,1,0.501916666666666,1,0,100 - 9.51,ltrs,inf,433.313469314152,3.78,,257.138519158068,374.2489999999998
6.24_409.2218m/z,1,0.298966666666667,postcirugia,0,100 - 17.5,solvent,inf,70.2704132264052,147.58,,409.221808300464,374.2489999999998
6.24_439.2147m/z,1,0.1353,control,0,100 - 15.2,solvent,inf,9.80353021692568,14.48,,439.214697505267,374.2489999999998
6.24_514.2834m/z,1,0.28205,postcirugia,0,100 - 30.8 - 7.99 - 1.14 - 0.123,solvent,inf,586.93223005458,3.29,,514.283412810096,374.2489999999998
6.24_523.2521m/z,1,0.0676500000000004,0,0,100 - 20.8,solvent,inf,18.9871676573115,34.37,,523.252095834953,374.2489999999998
6.25_213.1125m/z,1,0.366616666666666,1,0,100 - 8.99,sss,inf,625.656807641301,1.7,,213.112470085348,375.264
6.25_397.2023m/z,1,0.101483333333333,CRM,0,100 - 9.99,zero,inf,61.916562460954,11.43,,397.202261718521,375.264
6.25_426.2963n,1,0.265133333333333,cQC,0,100 - 29.1 - 0.797,process blank,inf,99.604102055347,10.08,426.296321199037,461.237990778374,375.264
6.25_551.2678m/z,1,0.41735,postcirugia,0,100 - 27.7,zero,inf,27.3559668980675,86.11,,551.267815005977,375.264
6.25_567.2961m/z,1,0.9531,prostatitis,0,100 - 42.9 - 11 - 0.272,solvent,inf,286.357118307848,5.0,,567.296084314704,375.264
6.25_629.3556m/z,1,0.16365,cQC,0,100 - 24.8 - 0.307,zero,inf,45.7146241258118,7.52,,629.355609027945,375.264
6.25_660.3404m/z,1,0.14675,0,0,100 - 29.5,zero,inf,21.5319336921751,22.34,,660.340385619291,375.264
6.27_195.1015m/z,1,0.101466666666666,postcirugia,0,100 - 5.04,zero,inf,18.4614344516257,162.57,,195.101535890321,376.2790000000002
6.27_370.2325m/z,1,0.146733333333334,prostatitis,0,100 - 12.1,solvent,inf,10.2481168897304,185.84,,370.232500628552,376.2790000000002
6.27_470.2566m/z,1,0.101466666666667,ltrs,0,100 - 29.6 - 1.38,process blank,inf,31.7739978113595,83.43,,470.256553841552,376.2790000000002
6.27_523.2190m/z,1,0.0676499999999995,prostatitis,0,100 - 24.1,solvent,inf,11.4700815982668,56.13,,523.219009455356,376.2790000000002
6.29_245.0816m/z,1,0.163666666666667,CRM,0,100 - 13.3,zero,inf,12.4928346070667,61.23,,245.081624310933,377.2930000000002
6.29_273.1337m/z,1,0.180566666666667,1,0,100 - 11.7 - 0.616,solvent,inf,190.288844373922,4.81,,273.133690812341,377.2930000000002
6.29_509.2722m/z,1,0.112916666666667,0,0,100 - 16.9 - 21.4 - 1.53,solvent,inf,30.1022608830103,18.54,,509.272186590321,377.2930000000002
6.29_537.2521m/z,1,0.40045,0,0,100 - 20.5 - 1.78,solvent,inf,657.231874292255,6.76,,537.25207673002,377.2930000000002
6.29_546.2305n,1,0.2144,1,0,100 - 29.2 - 4.62,solvent,inf,315.211091581232,1.44,546.230538060861,527.212696940861,377.2930000000002
6.29_613.3581m/z,1,0.248233333333333,postcirugia,0,100 - 27.9 - 1.35,zero,inf,42.763689849327,18.44,,613.358085635501,377.2930000000002
6.29_621.0794m/z,1,0.265133333333333,cancer,0,100 - 25.4 - 8.19 - 1.27,zero,inf,223.097315344652,26.99,,621.079438166303,377.2930000000002
6.31_197.1169m/z,1,0.315883333333333,1,0,100 - 15.2,ltrs,inf,89.7598727551259,10.43,,197.116934232777,378.3079999999998
6.31_209.0811m/z,1,0.231316666666667,CRM,0,100 - 10.5 - 0.472,process blank,1058.81340707305,956.859732780713,5.53,,209.081111802259,378.3079999999998
6.31_291.0352m/z,1,0.112916666666666,control,0,100 - 6.01,solvent,inf,6.91624227154207,94.58,,291.035187016846,378.3079999999998
6.31_383.0427m/z,1,0.163666666666667,ltrs,0,100 - 15.1 - 7.06,zero,inf,63.9072234005101,18.03,,383.042681306512,378.3079999999998
6.31_557.0039m/z,1,0.0960000000000001,ltrs,0,100 - 28.6,zero,inf,20.3682729679395,133.93,,557.003934868538,378.3079999999998
6.32_159.1018m/z,1,0.197483333333333,16,0,100 - 4.08,zero,317.853423117299,326.247008680949,10.44,,159.101761571151,379.323
6.32_211.1328m/z,1,0.0960000000000001,CRM,0,100 - 8.25,solvent,inf,10.4109198792354,37.5,,211.132785178923,379.323
6.32_469.2252m/z,1,0.214399999999999,ltrs,0,100 - 25.3 - 65.9,solvent,inf,316.518098876581,8.14,,469.225248837593,379.323
6.35_271.1541m/z,1,0.28205,1,0,100 - 9.09,ltrs,inf,58.4454334781596,13.86,,271.154137885234,381.024
6.35_299.1312m/z,1,0.163666666666667,cancer,0,100 - 13.7,solvent,inf,8.9105995982514,519.62,,299.131161170296,381.024
6.35_345.1553m/z,1,0.0507499999999999,control,0,100 - 9.42,solvent,inf,7.5480583450301,117.59,,345.155348176962,381.024
6.35_367.1577m/z,1,0.501916666666667,CRM,0,100 - 23.1 - 99.9 - 1.36 - 0.245,process blank,1064.1976311833,38578.6651615775,1.31,,367.157705898263,381.024
6.35_414.2266n,1,0.163650000000001,CRM,0,100 - 15.7 - 1.34,16,inf,65.3629438984791,11.29,414.226557400105,449.160292182708,381.024
6.35_417.1659n,1,0.129833333333333,ltrs,0,100 - 32.2,solvent,inf,42.7225301828035,27.65,417.165941188153,452.135342488153,381.024
6.35_488.1923m/z,1,0.180566666666667,0,0,100 - 20.9,2,inf,53.6855893426427,8.17,,488.192328169405,381.024
6.35_521.2009m/z,1,0.214399999999999,prostatitis,0,100 - 26.5 - 27.5 - 3.7,solvent,inf,26.1241196033107,23.82,,521.200868913164,381.024
6.35_541.1191m/z,1,0.197483333333333,ltrs,0,100 - 24.5 - 15.2 - 0.962,zero,inf,300.656183584865,5.02,,541.119050542295,381.024
6.35_715.0803m/z,1,0.0960166666666664,ltrs,0,100 - 29.6,zero,inf,36.7290937614681,127.2,,715.080315519136,381.024
6.35_757.3050m/z,1,0.129833333333333,ltrs,0,100 - 35.6 - 7.63,zero,inf,88.0617603711302,58.56,,757.30499265344,381.024
6.37_169.1226m/z,1,0.14675,1,0,100 - 6.56,solvent,inf,61.350786022454,2.07,,169.122610937179,382.0390000000002
6.37_206.9418m/z,1,0.4681,sss,0,100,16,inf,334.01988957692,8.64,,206.941818288165,382.0390000000002
6.37_220.9426m/z,1,0.129833333333334,sss,0,100 - 8.58,ltrs,inf,268.970516428372,8.59,,220.942642956257,382.0390000000002
6.37_317.1960m/z,1,0.29895,cancer,0,100 - 11.2 - 0.725,solvent,inf,213.319138255321,4.24,,317.195991207527,382.0390000000002
6.37_328.9995m/z,1,0.163666666666667,control,0,100 - 14,zero,inf,21.6274551769088,620.77,,328.999479280358,382.0390000000002
6.37_345.1904m/z,1,0.231316666666667,1,0,100 - 15.3 - 0.861,solvent,inf,351.906507334049,6.51,,345.190350355013,382.0390000000002
6.37_367.2065m/z,1,0.2313,prostatitis,0,100 - 11.2,2,inf,54.4583969444721,115.44,,367.206454919726,382.0390000000002
6.37_437.0544m/z,1,0.180583333333333,cancer,0,100 - 20.7,zero,inf,10.7233741398921,200.0,,437.054435478721,382.0390000000002
6.37_465.3035m/z,1,0.231316666666666,ltrs,0,100 - 7.51,zero,inf,20.6481718599808,39.42,,465.303543546642,382.0390000000002
6.37_467.1928m/z,1,0.0960000000000001,ltrs,0,100 - 16.8,zero,inf,66.0048031665914,7.63,,467.192848637678,382.0390000000002
6.37_472.2437m/z,1,0.163666666666667,ltrs,0,100 - 70.1,zero,inf,36.8459007955708,17.09,,472.243689941313,382.0390000000002
6.37_484.0542m/z,1,0.163666666666667,prostatitis,0,100 - 20.6,solvent,inf,3.00586296016763,519.62,,484.054175673279,382.0390000000002
6.38_259.1182m/z,1,0.0676499999999995,1,0,100 - 8.45,zero,inf,12.5792635140902,43.33,,259.11817690616,383.0539999999998
6.38_391.2079m/z,1,0.451183333333334,postcirugia,0,100 - 4.47 - 3.42,solvent,inf,104.878810870673,13.74,,391.207929667005,383.0539999999998
