,Charge,Chromatographic peak width (min),Highest Mean,Identifications,Isotope Distribution,Lowest Mean,Max Fold Change,Maximum Abundance,Minimum CV%,Neutral mass (Da),mz,rt
0.05_1017.7548n,1,0.518833333333333,calibration,0,100 - 50 - 40 - 21.7 - 5.93,2,inf,6855.96888750745,41.81,1017.75484732583,1016.74278816075,2.718
0.05_1020.7013m/z,1,0.501916666666667,sss,0,100 - 27.2,zero,inf,661.987632145488,43.0,,1020.70125030795,2.718
0.05_1027.6675m/z,1,0.45665,calibration,0,100 - 69.7,zero,inf,576.412350270282,46.06,,1027.66748323967,2.718
0.05_1029.6627m/z,1,0.501916666666667,calibration,0,100 - 62.7 - 52.3 - 43.7 - 25.6,zero,inf,2427.75709711394,42.52,,1029.66272104571,2.718
0.05_1049.7345n,1,0.501916666666667,calibration,0,100 - 45.9,zero,inf,2292.02458386961,42.96,1049.73449851508,1048.72722208308,2.718
0.05_1061.6533m/z,1,0.518833333333333,calibration,0,100 - 58.7 - 61.3 - 39.1 - 20.1 - 8.21,2,inf,2821.65808746114,42.31,,1061.65333349462,2.718
0.05_1087.7010n,1,0.501916666666667,calibration,0,100 - 63.9 - 72.9 - 59.2 - 51 - 62.3 - 44.4 - 26.3 - 12.6 - 2.2,2,inf,7205.01219409607,41.73,1087.70097466259,1072.67807466259,2.718
0.05_1103.6948n,1,0.518833333333333,calibration,0,100 - 71.5 - 69.9 - 36 - 24.5 - 17.1 - 6.44,2,inf,6948.64851674033,42.01,1103.69481851157,1088.67191851157,2.718
0.05_1104.6653m/z,1,0.518833333333333,calibration,0,100 - 57.7 - 83.4 - 46.9 - 27.9 - 13.9 - 2.82,zero,inf,3473.63615701275,42.98,,1104.66527803319,2.718
0.05_1117.6757m/z,1,0.518833333333333,calibration,0,98.5 - 100 - 73.3,2,inf,2342.18217604997,43.06,,1117.67567601721,2.718
0.05_1120.6643m/z,1,0.518833333333333,calibration,0,100 - 54 - 34.8 - 15.3 - 4.38,2,inf,2702.21792289471,42.31,,1120.66429821355,2.718
0.05_1146.7137n,1,0.518833333333333,calibration,0,100 - 50.2 - 56.7 - 34.4 - 25.3 - 22.6 - 9.97,2,inf,6038.93061740134,42.54,1146.71371992991,1131.69081992991,2.718
0.05_1147.6828m/z,1,0.518833333333333,calibration,0,100 - 48.4 - 58.7 - 20.7 - 10.5,2,inf,2777.88353307851,41.71,,1147.68275627925,2.718
0.05_1163.6769m/z,1,0.501916666666667,calibration,0,100 - 44 - 29.1,zero,inf,1654.76633943014,42.77,,1163.67688515079,2.718
0.05_1176.6022m/z,1,0.45665,calibration,0,100 - 92.2 - 96.7 - 63.7,zero,inf,1480.50101849136,43.21,,1176.60220919895,2.718
0.05_1189.6083m/z,1,0.485016666666667,calibration,0,91.5 - 89.5 - 100,zero,inf,1807.76901280908,41.83,,1189.60829884968,2.718
0.05_1192.6012m/z,1,0.518833333333333,calibration,0,100 - 63.5 - 41.6 - 15.6,zero,inf,1798.66856177238,42.45,,1192.60123428862,2.718
0.05_190.9640n,1,0.586483333333333,16,0,100 - 13.5 - 2.19,ltrs,5.42167420929603,34136.3151502813,2.88,190.963955727988,249.977255727988,2.718
0.05_233.9820n,1,0.552666666666667,16,0,100 - 10.4 - 0.416,zero,31.1033319197607,233433.037364004,3.72,233.982022939485,232.974746507485,2.718
0.05_250.0308m/z,1,0.485016666666667,postcirugia,0,100 - 9.6,zero,inf,178.699150678724,398.79,,250.030793866243,2.718
0.05_292.0510m/z,1,0.485016666666667,postcirugia,0,100 - 11.7,process blank,inf,218.847341901411,434.79,,292.051006782326,2.718
0.05_320.8990m/z,1,0.485016666666667,sss,0,100 - 40.4 - 19.4 - 3.16,1,5.71018306374181,1363.50574665897,15.98,,320.899029096477,2.718
0.05_336.8942m/z,1,0.501916666666667,sss,0,100 - 18 - 6.69,zero,117.523256942986,4546.17768600004,8.97,,336.894181926586,2.718
0.05_349.9016n,1,0.518833333333333,sss,0,100 - 27.4 - 14.6 - 0.257 - 0.309,zero,465.778456362234,21393.8940525466,11.81,349.901612601714,384.863869013853,2.718
0.05_359.9236m/z,1,0.569566666666667,sss,0,100 - 20.2,zero,180.58264152522,2040.08772747714,7.26,,359.923617065339,2.718
0.05_361.9224m/z,1,0.518833333333333,sss,0,100 - 44.2,zero,32.74931241537,4595.83509021206,3.38,,361.922427688683,2.718
0.05_363.9967m/z,1,0.485016666666667,postcirugia,0,100 - 33.2,zero,inf,348.221751575826,93.08,,363.996713446786,2.718
0.05_364.9253n,1,0.518833333333333,sss,0,100 - 43 - 11.4 - 5.49 - 2.9 - 0.00836,zero,23.0144460449723,47206.7486992185,5.25,364.925259481801,363.917829551967,2.718
0.05_407.0246m/z,1,0.485016666666667,postcirugia,0,100 - 18.4,zero,inf,257.374102972649,475.55,,407.024624531692,2.718
0.05_410.9320m/z,1,0.552666666666667,sss,0,100 - 23.7 - 19,zero,43.0248657823107,3692.88387409349,9.31,,410.931971041987,2.718
0.05_419.9636n,1,0.569566666666667,sss,0,100 - 39.9,zero,129.502102050375,6876.3202716422,4.5,419.963577222044,404.940677222044,2.718
0.05_420.9335m/z,1,0.439733333333333,calibration,0,100 - 31.1,zero,21.7090659018952,2893.90240881433,7.55,,420.933457870891,2.718
0.05_422.9309m/z,1,0.485016666666667,calibration,0,100 - 16.4 - 5.05 - 0.0578,zero,7.8179898508771,12338.6126843611,3.79,,422.930925768999,2.718
0.05_452.8489n,1,0.501916666666667,sss,0,100 - 34.5 - 2.01,zero,38.770706942606,7213.7565106893,14.71,452.848870948797,451.841594516797,2.718
0.05_465.8564n,1,0.518833333333333,sss,0,100 - 60.7 - 42.9 - 25.4 - 13.7 - 10.3 - 2.98,zero,3304.970349017,6389.53863842353,19.46,465.856426738712,930.707818361851,2.718
0.05_467.8372m/z,1,0.501916666666667,sss,0,100 - 40.2 - 28.9 - 2.73,zero,398.806480385888,3892.77924087508,14.1,,467.837207469773,2.718
0.05_485.7953m/z,1,0.586483333333333,sss,0,100 - 98.5 - 32.6,16,inf,2558.55712265182,24.88,,485.795289267234,2.718
0.05_492.8811n,1,0.552666666666667,sss,0,100 - 35.6 - 15.5,zero,2958.20276602731,4194.66122132006,20.23,492.881119447183,491.873843015183,2.718
0.05_495.8672n,1,0.501916666666667,sss,0,100 - 57.4 - 4.44,zero,714.276778280458,4164.83501541083,24.26,495.867191659374,494.859915227374,2.718
0.05_507.8391n,1,0.552666666666667,sss,0,100 - 31.1 - 39.7 - 18.1 - 16.8,zero,565.524054308116,16489.1404325395,16.71,507.83911627951,566.882017563279,2.718
0.05_523.8626n,1,0.518833333333333,sss,0,100 - 28.5 - 11.1 - 1.73,zero,606.992618809677,9876.11206376341,19.67,523.862623606806,478.865523606806,2.718
0.05_535.8836m/z,1,0.501916666666667,sss,0,100 - 46.7,zero,221.693062596185,2350.15748308531,15.14,,535.883585732442,2.718
0.05_538.8870n,1,0.501916666666667,sss,0,100 - 30.4 - 32.6 - 11.8 - 8.19 - 0.0045,zero,101.880497805769,17625.761215169,11.61,538.887037907755,537.879077988449,2.718
0.05_553.8735m/z,1,0.485016666666667,sss,0,100 - 36.4 - 13.1,zero,14.6637197506651,5781.60047411266,8.67,,553.87348706337,2.718
0.05_579.9175n,1,0.485016666666667,sss,0,100 - 27.7 - 2.5,zero,248.413606686148,7264.75352151284,9.05,579.917473738345,578.901902641307,2.718
0.05_580.8976m/z,1,0.569566666666667,calibration,0,100 - 24.3 - 43.7 - 12.3 - 16.6 - 4.21 - 3.07,zero,204.952031949165,27794.0256410656,8.41,,580.897589830848,2.718
0.05_594.8967m/z,1,0.518833333333333,calibration,0,100 - 30.1,zero,243.493960403404,2307.30653007576,11.68,,594.896714819362,2.718
0.05_596.8926m/z,1,0.501916666666667,calibration,0,100 - 24.9 - 14.7 - 4.32 - 2.45,zero,35.4634159512813,10763.131112424,10.92,,596.892567834605,2.718
0.05_617.8372n,1,0.518833333333333,calibration,0,100 - 28.5 - 23.7 - 11.8 - 9.94 - 2.01 - 1.61,zero,376.968857408378,29559.1853088427,10.99,617.837213150086,652.827688773373,2.718
0.05_662.8360n,1,0.552666666666667,sss,0,100 - 72.4 - 37.6 - 21.1,zero,436.626706159112,11960.7574265785,23.84,662.835985073787,683.810652893787,2.718
0.05_669.8500n,1,0.552666666666667,calibration,0,100 - 35 - 23.9 - 8.93,zero,369.555197547367,8020.48041921288,18.64,669.850037550017,668.821673178141,2.718
0.05_672.7941m/z,1,0.501916666666667,sss,0,100 - 40.9 - 14.1,2,inf,2192.48920820716,25.0,,672.794082946559,2.718
0.05_681.8480n,1,0.501916666666667,sss,0,100 - 53.6 - 3.41 - 3.4 - 0.762,zero,1263.90783284489,8996.95777150937,25.75,681.848024856191,636.819396655894,2.718
0.05_689.7700m/z,1,0.501916666666667,sss,0,100 - 25.5 - 29.6 - 1.63,zero,inf,4658.91411580151,20.08,,689.769965474056,2.718
0.05_700.8120m/z,1,0.890916666666667,sss,0,100 - 48.1,16,inf,3408.45634201064,27.96,,700.811952332581,2.718
0.05_710.8566n,1,0.518833333333333,sss,0,100 - 42.8,zero,390.799437024816,4264.69920431542,22.73,710.856605570716,709.844397115589,2.718
0.05_718.8234n,1,0.518833333333333,sss,0,100 - 40.4 - 26.6,2,inf,2509.36152150968,31.09,718.823398890048,717.816122458048,2.718
0.05_726.8636n,1,0.53575,calibration,0,100 - 32.3 - 31.5 - 11.1 - 9.47 - 3.45,zero,226.361378047697,13716.9575931839,13.37,726.863584932653,711.840684932653,2.718
0.05_727.8354m/z,1,0.501916666666667,calibration,0,100 - 42 - 20.7 - 22.2 - 4.87 - 8.77 - 0.553,zero,147.666353341243,5234.71924073658,25.22,,727.835413691191,2.718
0.05_736.8235m/z,1,0.45665,sss,0,100 - 24.1,zero,inf,545.087882420856,41.47,,736.823522800742,2.718
0.05_743.8459n,1,0.586483333333333,sss,0,100 - 37.9 - 48.2 - 1.68,16,45958.8442064482,7066.49276257563,29.02,743.845875765339,742.838599333339,2.718
0.05_756.7451m/z,1,0.485016666666667,calibration,0,100 - 24,zero,inf,618.564028938716,38.43,,756.74512015068,2.718
0.05_769.7550m/z,1,0.501916666666667,sss,0,100 - 46.8 - 35.8,2,inf,2634.27186136246,27.69,,769.755020249656,2.718
0.05_771.8763n,1,0.518833333333333,calibration,0,100 - 23.7,zero,336.186096278101,5495.5456104622,22.85,771.876338297458,756.853438297458,2.718
0.05_772.7422m/z,1,0.439733333333333,sss,0,100 - 34.4 - 9.3,2,inf,1384.20031087156,29.39,,772.742150142001,2.718
0.05_773.8755n,1,0.518833333333333,calibration,0,100 - 26.7 - 9.25 - 0.00362,16,426.889355626274,9428.53687344965,27.22,773.875525629598,772.8349699701,2.718
0.05_786.8484m/z,1,0.501916666666667,calibration,0,100 - 32.5 - 9.1 - 0.536,zero,67.4108320461288,10653.8801602346,8.32,,786.848359729386,2.718
0.05_790.7136m/z,1,0.485016666666667,sss,0,100 - 67 - 18.1,zero,inf,1842.11921351094,37.86,,790.713599275676,2.718
0.05_798.7938n,1,0.501916666666667,calibration,0,100 - 47.9 - 42.8,16,908.991689702904,5258.31068796531,19.22,798.793796601113,783.770896601113,2.718
0.05_800.7928n,1,0.501916666666667,sss,0,100 - 71.8,2,inf,3186.26325734137,28.58,800.792771975474,799.75489504283,2.718
0.05_803.8689n,1,0.518833333333333,calibration,0,100 - 31.7,2,inf,4200.2770717686,24.51,803.868869813668,784.851028693668,2.718
0.05_816.7664n,1,0.501916666666667,sss,0,100 - 47.2 - 25.1 - 20 - 7.65 - 5.84 - 0.417,zero,586.653210824304,13029.8485705677,23.85,816.766396130296,815.760314526632,2.718
0.05_826.7878m/z,1,0.518833333333333,calibration,0,100 - 48.2 - 72.5 - 35.9 - 40.6 - 27.1 - 23.1,16,inf,10751.8306681796,21.47,,826.787829249641,2.718
0.05_850.7284m/z,1,0.485016666666667,sss,0,100 - 62.4 - 58,zero,inf,1650.60038176384,46.27,,850.728369244225,2.718
0.05_854.7821m/z,1,0.485016666666667,sss,0,100 - 74,zero,inf,1014.97816710319,42.78,,854.782052730858,2.718
0.05_855.7269n,1,0.501916666666667,sss,0,100 - 48.6 - 64.5 - 22.1 - 25.4 - 9.7 - 8.3,2,inf,5959.21331136906,36.37,855.726921363039,914.712617401468,2.718
0.05_857.8052n,1,0.518833333333333,calibration,0,100 - 62.1 - 40.6,16,inf,8940.90831185575,23.81,857.8051753499,812.7708632514,2.718
0.05_859.7945n,1,0.518833333333333,calibration,0,100 - 45.1 - 28.7 - 17.3 - 9.02 - 4.67 - 0.37,16,inf,12594.5793328462,25.14,859.794469188883,858.778632350301,2.718
0.05_871.7851m/z,1,0.552666666666667,calibration,0,100 - 70.2 - 66.3,2,inf,2581.30920192954,27.86,,871.785098289903,2.718
0.05_875.7801n,1,0.518833333333333,calibration,0,100 - 69.3 - 20.6 - 6.94 - 1.61,2,inf,5952.17388709334,31.64,875.780139075103,874.772862643103,2.718
0.05_885.8009m/z,1,0.552666666666667,calibration,0,100 - 37.4 - 57.1 - 20.7 - 16.9,16,inf,6242.2421843851,22.48,,885.800893409644,2.718
0.05_913.7401n,1,0.501916666666667,calibration,0,100 - 55.1 - 53.9 - 2.92,2,inf,4620.24732940127,33.79,913.740093372641,898.717193372641,2.718
0.05_920.8117n,1,0.518833333333333,calibration,0,100 - 47 - 13.5,2,inf,7234.24713873742,30.34,920.811731771173,901.793890651173,2.718
0.05_948.7018n,1,0.501916666666667,sss,0,100 - 55.9 - 8.23,2,inf,2095.36866395436,44.74,948.70181967039,903.70471967039,2.718
0.05_957.7321m/z,1,0.518833333333333,calibration,0,100 - 47.4 - 47.9 - 29.5 - 25.4 - 13.8 - 8.64,16,inf,12053.5984353073,21.63,,957.732115827011,2.718
0.05_964.6971m/z,1,0.485016666666667,sss,0,100 - 88.7 - 40.6 - 25.6,2,inf,1743.97502881556,44.72,,964.697059239518,2.718
0.05_985.7279m/z,1,0.552666666666667,calibration,0,100 - 87.6,2,inf,1732.64282691165,40.21,,985.727940333902,2.718
0.05_988.7136n,1,0.552666666666667,calibration,0,100 - 57 - 21.9 - 20.2 - 13.1 - 7.88 - 4.59 - 1.35,2,inf,11611.8722311248,30.58,988.713583464616,943.716483464616,2.718
0.05_990.7336n,1,0.518833333333333,calibration,0,100 - 49.5 - 28 - 17.3 - 8 - 3.15 - 0.472,2,inf,10758.1682937367,33.54,990.733634728231,989.722067793669,2.718
0.06_233.0234m/z,1,0.372083333333333,postcirugia,0,100 - 8.89,zero,inf,1026.92725788931,429.35,,233.023417365974,3.733000000000002
0.06_274.8329m/z,1,0.501916666666667,16,0,100 - 51 - 53.5,zero,1136.93873508751,3289.64817516228,4.18,,274.832860648007,3.733000000000002
0.06_292.9950n,1,0.620316666666667,16,0,100 - 11.5 - 2.66,zero,4.86709951198753,33146.6968801229,2.82,292.995022197384,291.98786045675,3.733000000000002
0.06_391.9474n,1,0.552666666666667,sss,0,100 - 35.5,zero,106.2346318878,3055.52058474713,18.53,391.947356203617,390.926914960816,3.733000000000002
0.06_420.8251m/z,1,0.45665,sss,0,100 - 46.3,1,175.196095216117,1715.24441653808,16.26,,420.825135913253,3.733000000000002
0.06_479.8098n,1,0.485016666666667,sss,0,100 - 56.1 - 56.2,zero,inf,1462.62681046092,12.87,479.809816366459,464.791239378312,3.733000000000002
0.06_592.8977m/z,1,0.518833333333333,sss,0,100 - 15.2,zero,inf,1018.49038283991,24.2,,592.897699153708,3.733000000000002
0.06_619.8817m/z,1,0.53575,sss,0,100 - 18.6 - 2.2,zero,115.339441564333,1403.92631526129,4.81,,619.881745343017,3.733000000000002
0.06_723.8393m/z,1,0.518833333333333,sss,0,100 - 35.9,zero,inf,1303.87401842778,26.73,,723.839334793775,3.733000000000002
0.06_735.8287n,1,0.485016666666667,sss,0,100 - 16.7,zero,720.186573290834,1872.91875862649,33.14,735.828682500805,734.824778028284,3.733000000000002
0.06_748.7856m/z,1,0.439733333333333,sss,0,100 - 14.4,zero,inf,1163.4259830386,34.65,,748.785584322508,3.733000000000002
0.06_793.8424m/z,1,0.552666666666667,calibration,0,100,pQC,46.7846987425341,553.481209795178,10.76,,793.842354082316,3.733000000000002
0.06_884.8159n,1,0.501916666666667,calibration,0,100 - 29.2,2,inf,1947.65796789811,42.31,884.81590289681,883.801633605836,3.733000000000002
0.06_917.7848m/z,1,0.152216666666667,calibration,0,100 - 6.9,2,inf,360.277645685347,42.58,,917.784794605409,3.733000000000002
0.06_941.7395n,1,0.552666666666667,calibration,0,100 - 34.5,2,inf,1938.75739422703,44.02,941.739520104883,1000.74253157702,3.733000000000002
0.08_216.9631m/z,1,0.569566666666667,sss,0,100 - 13.8,zero,101.747799988019,1257.79240838352,19.9,,216.963096226016,4.747999999999998
0.08_219.9662n,1,0.552666666666667,16,0,100 - 10.9 - 3.15,zero,45.6802656561381,17133.4524659643,20.61,219.966239307878,174.969139307878,4.747999999999998
0.08_287.9935m/z,1,0.287516666666667,sss,0,100 - 11.6,zero,13.7339912861795,2168.6832323882,5.26,,287.993461538471,4.747999999999998
0.08_291.0000n,1,0.907833333333333,sss,0,100 - 5.71,ltrs,6.78804547281942,2793.14439964259,4.99,290.999952314771,289.992675882771,4.747999999999998
0.08_376.9249m/z,1,0.1184,sss,0,100 - 38,zero,339.759680827263,449.242269439581,17.54,,376.92488942741,4.747999999999998
0.08_393.9278n,1,0.552666666666667,sss,0,100 - 18.4 - 20.1 - 5.77,zero,185.61725977917,22009.9655063511,20.3,393.927755318755,392.920478886754,4.747999999999998
0.08_445.9188m/z,1,0.6034,sss,0,100 - 31.2,zero,166.279480114859,1478.2789384217,2.27,,445.91884963297,4.747999999999998
0.08_497.8500m/z,1,0.485016666666667,sss,0,100 - 17.7,zero,6849.3027277824,1364.71544488057,24.16,,497.8499739393,4.747999999999998
0.08_779.8193m/z,1,0.485016666666667,sss,0,100 - 44.5,1,inf,612.975105812171,56.42,,779.8192662945,4.747999999999998
0.10_131.9507m/z,1,0.485016666666667,16,0,100 - 0.916,zero,33.1489680990624,887.296554507117,4.27,,131.95065919269,5.761999999999999
0.10_207.9667m/z,1,0.620316666666667,16,0,100 - 1.63,zero,7.00543369950068,4164.16389946749,6.96,,207.966715809465,5.761999999999999
0.10_262.8939m/z,1,0.355183333333333,sss,0,100 - 0.397,zero,87.0874737516842,1282.10780611013,2.35,,262.893876552021,5.761999999999999
0.10_355.8587m/z,1,0.485016666666667,sss,0,100 - 89.2 - 1.67,zero,inf,1334.80630444828,11.35,,355.858683329255,5.761999999999999
0.10_442.9023m/z,1,0.53575,sss,0,100 - 51 - 31,zero,662.346087561445,4369.82793500384,10.94,,442.902297383459,5.761999999999999
0.11_119.9149m/z,1,0.202966666666667,zero,0,100 - 1.83,calibration,inf,649.146573918752,45.68,,119.914895855268,6.776999999999999
0.11_347.8993n,1,0.569566666666667,calibration,0,100 - 18.4 - 25.4,zero,70.7429844529176,52134.6410963037,4.98,347.899275282806,406.936184520552,6.776999999999999
0.11_462.7918m/z,1,0.518833333333333,sss,0,100,zero,inf,259.576472274474,29.76,,462.791815198124,6.776999999999999
0.11_546.8502m/z,1,0.372083333333333,sss,0,100 - 4.91,zero,3234.70407262878,709.54377880894,29.9,,546.850227428855,6.776999999999999
0.13_278.8749m/z,1,0.501916666666667,sss,0,100 - 1.12,zero,18.7192355093793,691.759393270445,10.5,,278.874906751526,7.792000000000019
0.13_643.8140n,1,0.552666666666667,sss,0,100 - 50.2 - 72.8 - 20.5 - 7.69,zero,9390.02506037145,10901.0327649041,19.63,643.814009209564,624.796168089564,7.792000000000019
0.15_1130.7051n,1,0.501916666666667,calibration,0,100 - 62.1,zero,inf,1840.8629438289,42.68,1130.70507378045,1129.69337146941,8.806999999999979
0.15_146.9379m/z,1,0.501916666666667,16,0,100 - 50.2,ltrs,5.59530470407796,535.166206389798,22.61,,146.937924958258,8.806999999999979
0.15_448.8396m/z,1,0.501916666666667,sss,0,89.2 - 100,2,inf,1070.39805317907,23.84,,448.839553447247,8.806999999999979
0.16_181.8972m/z,1,1.13915,16,0,28.7 - 100,zero,34.0119347794336,1919.06718723378,5.68,,181.897225596715,9.822
0.16_245.9827m/z,1,0.569566666666667,16,0,100 - 38,zero,12.060587508782,1540.90497608888,4.66,,245.982737117963,9.822
0.18_291.8965n,1,0.518833333333333,sss,0,100 - 22.5 - 1.61,zero,1172.21702444829,2024.40187549523,14.65,291.896516759568,290.888333772573,10.836
0.27_341.8464m/z,1,0.439733333333333,sss,0,100,zero,13086.3391171228,2325.1656796342,14.76,,341.846350387268,15.91000000000002
0.43_406.8925m/z,1,0.152216666666667,cancer,0,100,calibration,inf,54.7949898785548,519.62,,406.892508909468,26.058
0.45_392.9674m/z,1,0.112916666666667,sss,0,100 - 11.5,calibration,inf,75.7192658540909,74.6,,392.967358273941,27.07300000000001
0.47_119.9149m/z,1,0.16365,zero,0,100 - 2.1,calibration,inf,106.785838523073,77.01,,119.914925341176,28.08799999999998
0.49_1109.8893m/z,2,0.0507333333333334,ltrs,0,85.2 - 100 - 71.5,zero,inf,47.9210743965116,89.89,,1109.88927961101,29.10199999999998
0.49_234.0265m/z,1,0.0791,postcirugia,0,100 - 55.1,zero,inf,23.9547162938927,624.5,,234.026490432797,29.10199999999998
0.49_312.8411m/z,1,0.231316666666667,sss,0,100 - 6.53 - 2.86,zero,4342.17632586148,808.986769156209,11.92,,312.841074685827,29.10199999999998
0.50_143.8649m/z,1,0.163666666666667,16,0,100 - 28.4 - 1.8,sss,inf,1052.50556248422,25.25,,143.864898101003,30.117
0.50_150.9244m/z,1,0.146733333333333,sss,0,100 - 7.54,zero,inf,60.3525552498189,20.14,,150.924380119634,30.117
0.50_166.9087m/z,1,0.096,16,0,100 - 28.4 - 18.3,zero,60.5641012705462,346.55065508597,18.88,,166.908702702879,30.117
0.50_184.8852m/z,1,0.586483333333333,16,0,100 - 19.2,zero,126.368622943082,2982.88036300918,5.74,,184.885236163086,30.117
0.50_186.8556m/z,1,0.0452833333333333,pQC,0,59.4 - 100 - 28.1 - 24.2 - 4.12,1,396.01075442781,162.645685943147,3.87,,186.855618082328,30.117
0.50_202.0262m/z,1,0.096,16,0,4.6 - 100,zero,576.27621185278,351.19279311691,11.51,,202.026178413493,30.117
0.50_206.9340m/z,1,0.14675,process blank,0,100 - 14.3,zero,70.7699842889752,80.797949032277,10.89,,206.934038256994,30.117
0.50_225.9281m/z,1,0.501916666666667,16,0,56.7 - 100 - 18.8,zero,17.4743657743102,1875.54414088858,9.05,,225.928144330304,30.117
0.50_245.9046n,1,0.129833333333333,16,0,75.1 - 100 - 15.1 - 2.2,zero,513.533039357331,226.450381235259,12.75,245.904606407844,244.897329975844,30.117
0.50_250.7880m/z,1,0.0791000000000001,CRM,0,100 - 73,zero,inf,2.11535155722933,70.03,,250.788028249173,30.117
0.50_253.0490m/z,1,0.0621833333333334,prostatitis,0,100 - 8.19,zero,inf,14.1908256546264,13.49,,253.048952648317,30.117
0.50_256.8153n,1,0.096,calibration,0,100 - 49.7 - 65.6 - 35.2 - 8.24 - 0.75,2,inf,105.431948622468,10.06,256.815274934225,315.8289197729,30.117
0.50_293.7823m/z,1,0.0452833333333333,ltrs,0,100 - 23.4 - 20 - 2.95,2,inf,22.2550495879827,29.68,,293.782275965834,30.117
0.50_325.8570m/z,1,0.146733333333333,sss,0,100 - 84.2 - 20.1 - 6.68,zero,inf,247.114964013227,13.28,,325.857018993626,30.117
0.50_340.8792m/z,1,0.129833333333333,sss,0,100 - 51.1,zero,1652.09220398708,268.001904781435,8.08,,340.879231097943,30.117
0.50_342.8697m/z,1,0.129833333333333,sss,0,100 - 13.9 - 0.59,zero,inf,268.347882744379,3.12,,342.869676258691,30.117
0.50_358.8406m/z,1,0.197483333333333,sss,0,100 - 35.3 - 23.9,zero,inf,349.058889299638,6.16,,358.840553225122,30.117
0.50_374.9863m/z,1,0.16365,sss,0,100 - 23.4 - 13.8,zero,57.6137383280033,207.47313898381,18.84,,374.986264299482,30.117
0.50_426.7907m/z,1,0.112933333333333,calibration,0,100 - 59.7 - 29.6,zero,inf,28.419733302943,23.75,,426.790665784329,30.117
0.50_532.8126m/z,1,0.0845666666666667,sss,0,100 - 14.3,zero,646.792387857072,270.848722482952,25.17,,532.812579402428,30.117
0.50_548.9479m/z,1,0.0621833333333333,4,0,100 - 26.1,zero,inf,40.1146399162872,8.73,,548.947939514899,30.117
0.50_575.8662n,1,0.501916666666667,sss,0,100 - 22.7,zero,617.828981702593,4648.5712794524,11.34,575.866173672531,556.848332552531,30.117
0.50_632.2030m/z,1,0.14675,ltrs,0,100 - 25.7 - 2,zero,inf,32.8448137867428,18.61,,632.202966264704,30.117
0.50_706.7716m/z,1,0.0621833333333333,sss,0,100 - 41.8,zero,inf,70.0579000074634,66.6,,706.771640704216,30.117
0.53_1000.8538m/z,1,0.1975,ltrs,0,100,zero,inf,15.5733664205394,108.53,,1000.85376519825,31.81900000000002
0.53_1000.8681n,1,0.163666666666667,calibration,0,100 - 99.5 - 89.7,zero,inf,45.6416676451035,93.32,1000.86810187132,985.854185188347,31.81900000000002
0.53_1029.3635m/z,2,0.180583333333333,ltrs,0,100 - 13.6,zero,inf,377.388513789701,3.68,,1029.36345418999,31.81900000000002
0.53_1045.5857m/z,1,0.0621833333333334,ltrs,0,100,zero,inf,7.21461442155964,118.46,,1045.58573035679,31.81900000000002
0.53_1075.5605m/z,3,0.0452666666666667,ltrs,0,100 - 89.2,zero,inf,39.9991981228248,71.24,,1075.56047187741,31.81900000000002
0.53_1076.3549n,1,0.180583333333333,ltrs,0,100,zero,inf,438.641613886055,12.45,1076.35491071491,1031.35781071491,31.81900000000002
0.53_1086.2180m/z,1,0.0621833333333334,calibration,0,100 - 58.9,zero,inf,428.586608864987,7.95,,1086.2180236221,31.81900000000002
0.53_1087.5516m/z,3,0.0452666666666667,ltrs,0,14.1 - 100,zero,inf,53.9201523324079,80.05,,1087.55162965728,31.81900000000002
0.53_1103.5627m/z,1,0.096,ltrs,0,100,zero,inf,35.6896598662295,78.13,,1103.56274762038,31.81900000000002
0.53_1105.5436m/z,3,0.0621833333333334,ltrs,0,100 - 30.5,zero,inf,17.0572818354126,90.83,,1105.54362764131,31.81900000000002
0.53_1109.2309n,1,0.0452666666666667,calibration,0,100 - 70.7,zero,inf,663.577926482159,4.72,1109.23090722086,1144.17627325292,31.81900000000002
0.53_1109.5403m/z,2,0.0452666666666667,ltrs,0,100 - 2.17,zero,inf,20.0765755574744,68.61,,1109.54034647179,31.81900000000002
0.53_1131.5190m/z,3,0.0452666666666667,ltrs,0,100 - 81.6,zero,inf,11.6468980407076,79.01,,1131.51899448218,31.81900000000002
0.53_1146.1738m/z,1,0.0452666666666667,calibration,0,100 - 60.6,zero,inf,388.202602097063,4.6,,1146.17382109321,31.81900000000002
0.53_1179.7124m/z,1,0.0791000000000001,sss,0,63.6 - 79.2 - 100 - 91.2 - 89.4 - 66.1,zero,inf,72.5820828255237,37.37,,1179.71238294785,31.81900000000002
0.53_1188.7437m/z,1,0.0621833333333334,ltrs,0,100 - 64.2,zero,inf,25.5880820894434,36.04,,1188.74371222533,31.81900000000002
0.53_154.0616m/z,1,0.40045,2,0,100 - 4.23,zero,inf,882.697045458453,3.79,,154.061619570419,31.81900000000002
0.53_164.8359m/z,1,0.096,16,0,100 - 1.83 - 2.32 - 0.0547,zero,inf,3115.37901040987,3.1,,164.835947314562,31.81900000000002
0.53_173.8691n,1,0.485,16,0,100 - 13.3,zero,inf,666.521372494847,2.1,173.869091274809,158.846191274809,31.81900000000002
0.53_174.8423m/z,1,0.0452666666666667,16,0,100 - 48.4 - 13,sss,inf,160.037969565221,15.36,,174.842348925951,31.81900000000002
